regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
0905 - LAGUNA SALADA,2021-2022,distrito,09 - MAO,0905 - LAGUNA SALADA,7.6,reprobado,PRIMARIO
0906 - VILLA LOS ALMACIGOS,2021-2022,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,12.2,reprobado,PRIMARIO
10 - SANTO DOMINGO,2021-2022,regional,10 - SANTO DOMINGO,,4.2,reprobado,PRIMARIO
1001 - VILLA MELLA,2021-2022,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,4.4,reprobado,PRIMARIO
1002 - SABANA PERDIDA,2021-2022,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,4.6,reprobado,PRIMARIO
1003 - SANTO DOMINGO NORESTE,2021-2022,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,5.1,reprobado,PRIMARIO
1004 - SANTO DOMINGO ORIENTAL,2021-2022,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,3.1,reprobado,PRIMARIO
1005 - BOCA CHICA,2021-2022,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,6.6,reprobado,PRIMARIO
1006 - MENDOZA,2021-2022,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,2.3,reprobado,PRIMARIO
1007 - SAN ANTONIO DE GUERRA,2021-2022,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,5.9,reprobado,PRIMARIO
11 - PUERTO PLATA,2021-2022,regional,11 - PUERTO PLATA,,5.2,reprobado,PRIMARIO
1101 - SOSUA,2021-2022,distrito,11 - PUERTO PLATA,1101 - SOSUA,6.3,reprobado,PRIMARIO
1102 - PUERTO PLATA,2021-2022,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,3.9,reprobado,PRIMARIO
1103 - IMBERT,2021-2022,distrito,11 - PUERTO PLATA,1103 - IMBERT,6.3,reprobado,PRIMARIO
1104 - LUPERON,2021-2022,distrito,11 - PUERTO PLATA,1104 - LUPERON,6.8,reprobado,PRIMARIO
1105 - ALTAMIRA,2021-2022,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,5.6,reprobado,PRIMARIO
1106 - EL MAMEY,2021-2022,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,6.6,reprobado,PRIMARIO
1107 - VILLA ISABELA,2021-2022,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,6.2,reprobado,PRIMARIO
12 - HIGUEY,2021-2022,regional,12 - HIGUEY,,7.6,reprobado,PRIMARIO
1201 - HIGUEY,2021-2022,distrito,12 - HIGUEY,1201 - HIGUEY,5.8,reprobado,PRIMARIO
1202 - SAN RAFAEL DEL YUMA,2021-2022,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,11.4,reprobado,PRIMARIO
1203 - EL SEIBO,2021-2022,distrito,12 - HIGUEY,1203 - EL SEIBO,13.9,reprobado,PRIMARIO
1204 - MICHES,2021-2022,distrito,12 - HIGUEY,1204 - MICHES,8.9,reprobado,PRIMARIO
13 - MONTE CRISTI,2021-2022,regional,13 - MONTE CRISTI,,5.3,reprobado,PRIMARIO
1301 - MONTE CRISTI,2021-2022,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,4.2,reprobado,PRIMARIO
1302 - GUAYUBIN,2021-2022,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,2.8,reprobado,PRIMARIO
1303 - VILLA VASQUEZ,2021-2022,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,3.0,reprobado,PRIMARIO
1304 - DAJABON,2021-2022,distrito,13 - MONTE CRISTI,1304 - DAJABON,9.8,reprobado,PRIMARIO
1305 - LOMA DE CABRERA,2021-2022,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,4.8,reprobado,PRIMARIO
1306 - RESTAURACION,2021-2022,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,7.7,reprobado,PRIMARIO
14 - NAGUA,2021-2022,regional,14 - NAGUA,,4.4,reprobado,PRIMARIO
1401 - NAGUA,2021-2022,distrito,14 - NAGUA,1401 - NAGUA,5.6,reprobado,PRIMARIO
1402 - CABRERA,2021-2022,distrito,14 - NAGUA,1402 - CABRERA,3.0,reprobado,PRIMARIO
1403 - RIO SAN JUAN,2021-2022,distrito,14 - NAGUA,1403 - RIO SAN JUAN,3.8,reprobado,PRIMARIO
1404 - SAMANA,2021-2022,distrito,14 - NAGUA,1404 - SAMANA,5.2,reprobado,PRIMARIO
1405 - SANCHEZ,2021-2022,distrito,14 - NAGUA,1405 - SANCHEZ,3.2,reprobado,PRIMARIO
1406 - EL FACTOR,2021-2022,distrito,14 - NAGUA,1406 - EL FACTOR,6.4,reprobado,PRIMARIO
1407 - LAS TERRENAS,2021-2022,distrito,14 - NAGUA,1407 - LAS TERRENAS,0.9,reprobado,PRIMARIO
15 - SANTO DOMINGO,2021-2022,regional,15 - SANTO DOMINGO,,4.5,reprobado,PRIMARIO
1501 - LOS ALCARRIZOS,2021-2022,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,5.2,reprobado,PRIMARIO
1502 - SANTO DOMINGO CENTRO,2021-2022,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,5.8,reprobado,PRIMARIO
1503 - SANTO DOMINGO SURCENTRAL,2021-2022,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,1.6,reprobado,PRIMARIO
1504 - SANTO DOMINGO NOROESTE,2021-2022,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,4.4,reprobado,PRIMARIO
1505 - HERRERA,2021-2022,distrito,15 - SANTO DOMINGO,1505 - HERRERA,4.6,reprobado,PRIMARIO
1506 - PEDRO BRAND,2021-2022,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,6.2,reprobado,PRIMARIO
16 - COTUI,2021-2022,regional,16 - COTUI,,6.3,reprobado,PRIMARIO
1601 - COTUI,2021-2022,distrito,16 - COTUI,1601 - COTUI,6.0,reprobado,PRIMARIO
1602 - FANTINO,2021-2022,distrito,16 - COTUI,1602 - FANTINO,6.9,reprobado,PRIMARIO
1603 - CEVICOS,2021-2022,distrito,16 - COTUI,1603 - CEVICOS,5.6,reprobado,PRIMARIO
1604 - BONAO SUROESTE,2021-2022,distrito,16 - COTUI,1604 - BONAO SUROESTE,4.1,reprobado,PRIMARIO
1605 - PIEDRA BLANCA,2021-2022,distrito,16 - COTUI,1605 - PIEDRA BLANCA,6.9,reprobado,PRIMARIO
1606 - BONAO NORDESTE,2021-2022,distrito,16 - COTUI,1606 - BONAO NORDESTE,8.0,reprobado,PRIMARIO
1607 - VILLA LA MATA,2021-2022,distrito,16 - COTUI,1607 - VILLA LA MATA,6.9,reprobado,PRIMARIO
17 - MONTE PLATA,2021-2022,regional,17 - MONTE PLATA,,8.4,reprobado,PRIMARIO
1701 - YAMASA,2021-2022,distrito,17 - MONTE PLATA,1701 - YAMASA,7.8,reprobado,PRIMARIO
1702 - MONTE PLATA,2021-2022,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,6.6,reprobado,PRIMARIO
1703 - BAYAGUANA,2021-2022,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,8.4,reprobado,PRIMARIO
1704 - SABANA GRANDE DE BOYA,2021-2022,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,11.1,reprobado,PRIMARIO
1705 - ESPERALVILLO,2021-2022,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,10.5,reprobado,PRIMARIO
18 - BAHORUCO,2021-2022,regional,18 - BAHORUCO,,10.6,reprobado,PRIMARIO
1801 - NEYBA,2021-2022,distrito,18 - BAHORUCO,1801 - NEYBA,8.1,reprobado,PRIMARIO
1802 - TAMAYO,2021-2022,distrito,18 - BAHORUCO,1802 - TAMAYO,12.5,reprobado,PRIMARIO
1803 - VILLA JARAGUA,2021-2022,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,9.9,reprobado,PRIMARIO
1804 - JIMANI,2021-2022,distrito,18 - BAHORUCO,1804 - JIMANI,9.1,reprobado,PRIMARIO
1805 - DUVERGE,2021-2022,distrito,18 - BAHORUCO,1805 - DUVERGE,14.5,reprobado,PRIMARIO
TOTAL,2022-2023,total,,,5.1,reprobado,PRIMARIO
01 - BARAHONA,2022-2023,regional,01 - BARAHONA,,8.4,reprobado,PRIMARIO
0101 - PEDERNALES,2022-2023,distrito,01 - BARAHONA,0101 - PEDERNALES,7.3,reprobado,PRIMARIO
0102 - ENRIQUILLO,2022-2023,distrito,01 - BARAHONA,0102 - ENRIQUILLO,12.2,reprobado,PRIMARIO
0103 - BARAHONA,2022-2023,distrito,01 - BARAHONA,0103 - BARAHONA,7.9,reprobado,PRIMARIO
0104 - CABRAL,2022-2023,distrito,01 - BARAHONA,0104 - CABRAL,7.1,reprobado,PRIMARIO
0105 - VICENTE NOBLE,2022-2023,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,8.6,reprobado,PRIMARIO
02 - SAN JUAN DE LA MAGUANA,2022-2023,regional,02 - SAN JUAN DE LA MAGUANA,,7.4,reprobado,PRIMARIO
0201 - COMENDADOR,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,9.2,reprobado,PRIMARIO
0202 - PEDRO SANTANA,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,10.4,reprobado,PRIMARIO
0203 - LAS MATAS DE FARFAN,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,6.7,reprobado,PRIMARIO
0204 - EL CERCADO,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,6.0,reprobado,PRIMARIO
0205 - SAN JUAN ESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,6.5,reprobado,PRIMARIO
0206 - SAN JUAN OESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,5.2,reprobado,PRIMARIO
0207 - HONDO VALLE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,15.4,reprobado,PRIMARIO
03 - AZUA,2022-2023,regional,03 - AZUA,,8.0,reprobado,PRIMARIO
0301 - AZUA,2022-2023,distrito,03 - AZUA,0301 - AZUA,8.2,reprobado,PRIMARIO
0302 - PADRE DE LAS CASAS,2022-2023,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,10.0,reprobado,PRIMARIO
0303 - SAN JOSE DE OCOA,2022-2023,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,5.7,reprobado,PRIMARIO
0304 - BANI,2022-2023,distrito,03 - AZUA,0304 - BANI,8.3,reprobado,PRIMARIO
0305 - NIZAO,2022-2023,distrito,03 - AZUA,0305 - NIZAO,4.8,reprobado,PRIMARIO
04 - SAN CRISTOBAL,2022-2023,regional,04 - SAN CRISTOBAL,,6.0,reprobado,PRIMARIO
0401 - CAMBITA GARABITOS,2022-2023,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,6.8,reprobado,PRIMARIO
0402 - SAN CRISTOBAL NORTE,2022-2023,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,6.3,reprobado,PRIMARIO
0403 - SAN CRISTOBAL SUR,2022-2023,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,7.0,reprobado,PRIMARIO
0404 - VILLA ALTAGRACIA,2022-2023,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,4.8,reprobado,PRIMARIO
0405 - YAGUATE,2022-2023,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,8.8,reprobado,PRIMARIO
0406 - HAINA,2022-2023,distrito,04 - SAN CRISTOBAL,0406 - HAINA,4.6,reprobado,PRIMARIO
0407 - SAN GREGORIO DE NIGUA,2022-2023,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,6.1,reprobado,PRIMARIO
05 - SAN PEDRO DE MACORIS,2022-2023,regional,05 - SAN PEDRO DE MACORIS,,5.4,reprobado,PRIMARIO
0501 - SAN PEDRO DE MACORIS ESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,4.4,reprobado,PRIMARIO
0502 - SAN PEDRO DE MACORIS OESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,3.8,reprobado,PRIMARIO
0503 - LA ROMANA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,4.3,reprobado,PRIMARIO
0504 - HATO MAYOR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,5.9,reprobado,PRIMARIO
0505 - SABANA DE LA MAR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,7.8,reprobado,PRIMARIO
0506 - CONSUELO,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,4.6,reprobado,PRIMARIO
0507 - SAN JOSE DE LOS LLANOS,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,12.4,reprobado,PRIMARIO
0508 - QUISQUEYA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,9.5,reprobado,PRIMARIO
0509 - EL VALLE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,6.8,reprobado,PRIMARIO
0510 - GUAYMATE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,7.7,reprobado,PRIMARIO
0511 - VILLA HERMOSA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,5.8,reprobado,PRIMARIO
06 - LA VEGA,2022-2023,regional,06 - LA VEGA,,5.1,reprobado,PRIMARIO
0601 - JOSE CONTRERAS,2022-2023,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,1.5,reprobado,PRIMARIO
0602 - CONSTANZA,2022-2023,distrito,06 - LA VEGA,0602 - CONSTANZA,4.8,reprobado,PRIMARIO
0603 - JARABACOA,2022-2023,distrito,06 - LA VEGA,0603 - JARABACOA,5.8,reprobado,PRIMARIO
0604 - LA VEGA OESTE,2022-2023,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,6.0,reprobado,PRIMARIO
0605 - LA VEGA ESTE,2022-2023,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,4.8,reprobado,PRIMARIO
